KEGG_ID	Taxonomy_type	Class_I	Class_II	Description
K16247	Prokaryotic type	Helix-turn-helix	LuxR family	gutR; LuxR family transcriptional regulator, glucitol operon activator
K21907	Prokaryotic type	Helix-turn-helix	LuxR family	gadE; LuxR family transcriptional regulator, glutamate-dependent acid resistance regulator
K03712	Prokaryotic type	Helix-turn-helix	MarR family	marR; MarR family transcriptional regulator, multiple antibiotic resistance protein MarR
K06075	Prokaryotic type	Helix-turn-helix	MarR family	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
K09682	Prokaryotic type	Helix-turn-helix	MarR family	hpr; MarR family transcriptional regulator, protease production regulatory protein HPr
K15973	Prokaryotic type	Helix-turn-helix	MarR family	mhqR; MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor
K15974	Prokaryotic type	Helix-turn-helix	MarR family	emrR, mprA; MarR family transcriptional regulator, negative regulator of the multidrug operon emrRAB
K18131	Prokaryotic type	Helix-turn-helix	MarR family	mexR; MarR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon
K18906	Prokaryotic type	Helix-turn-helix	MarR family	mgrA; MarR family transcriptional regulator, multiple gene regulator MgrA
K18909	Prokaryotic type	Helix-turn-helix	MarR family	mepR; MarR family transcriptional regulator, repressor for mepA
K20338	Prokaryotic type	Helix-turn-helix	MarR family	rot; MarR family transcriptional regulator, global regulator for virulence
K21454	Prokaryotic type	Helix-turn-helix	MarR family	tcaR; MarR family transcriptional regulator, teicoplanin-associated locus regulator
K22296	Prokaryotic type	Helix-turn-helix	MarR family	nicR; MarR family transcriptional regulator, lower aerobic nicotinate degradation pathway regulator
K22489	Prokaryotic type	Helix-turn-helix	MarR family	hosA; MarR family transcriptional regulator, temperature-dependent positive regulator of motility
K23775	Prokaryotic type	Helix-turn-helix	MarR family	ohrR; MarR family transcriptional regulator, organic hydroperoxide resistance regulator
K25883	Prokaryotic type	Helix-turn-helix	MarR family	expG, wggR; MarR family transcriptional regulator, exopolysaccharide II synthesis transcriptional activator
K03713	Prokaryotic type	Helix-turn-helix	MerR family	glnR; MerR family transcriptional regulator, glutamine synthetase repressor
K08365	Prokaryotic type	Helix-turn-helix	MerR family	merR; MerR family transcriptional regulator, mercuric resistance operon regulatory protein
K19057	Prokaryotic type	Helix-turn-helix	MerR family	merD; MerR family transcriptional regulator, mercuric resistance operon regulatory protein
K19591	Prokaryotic type	Helix-turn-helix	MerR family	cueR; MerR family transcriptional regulator, copper efflux regulator
K11923	Prokaryotic type	Helix-turn-helix	MerR family	cueR; MerR family transcriptional regulator, copper efflux regulator
K13638	Prokaryotic type	Helix-turn-helix	MerR family	zntR; MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA
K13639	Prokaryotic type	Helix-turn-helix	MerR family	soxR; MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR
K13640	Prokaryotic type	Helix-turn-helix	MerR family	hspR; MerR family transcriptional regulator, heat shock protein HspR
K19575	Prokaryotic type	Helix-turn-helix	MerR family	bmrR; MerR family transcriptional regulator, activator of bmr gene
K19592	Prokaryotic type	Helix-turn-helix	MerR family	golS; MerR family transcriptional regulator, gold-responsive activator of gol and ges genes
K21089	Prokaryotic type	Helix-turn-helix	MerR family	mlrA; MerR family transcriptional regulator, activator of the csg genes
K21743	Prokaryotic type	Helix-turn-helix	MerR family	mta; MerR family transcriptional regulator, multidrug-efflux activator
K21744	Prokaryotic type	Helix-turn-helix	MerR family	tipA; MerR family transcriptional regulator, thiopeptide resistance regulator
K21745	Prokaryotic type	Helix-turn-helix	MerR family	adhR; MerR family transcriptional regulator, aldehyde-responsive regulator
K21972	Prokaryotic type	Helix-turn-helix	MerR family	bluR; MerR family transcriptional regulator, repressor of blue light- and temperature-responsive genes
K22491	Prokaryotic type	Helix-turn-helix	MerR family	litR; MerR family transcriptional regulator, light-induced transcriptional regulator
K23776	Prokaryotic type	Helix-turn-helix	MerR family	tnrA; MerR family transcriptional regulator, global nitrogen regulator
K21902	Prokaryotic type	Helix-turn-helix	MerR family	yfmP; MerR family transcriptional regulator, repressor of the yfmOP operon
K03711	Prokaryotic type	Helix-turn-helix	Fur family	fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator
K22297	Prokaryotic type	Helix-turn-helix	Fur family	furA; Fur family transcriptional regulator, stress-responsive regulator
K09823	Prokaryotic type	Helix-turn-helix	Fur family	zur; Fur family transcriptional regulator, zinc uptake regulator
K02076	Prokaryotic type	Helix-turn-helix	Fur family	zurR, zur; Fur family transcriptional regulator, zinc uptake regulator
K09825	Prokaryotic type	Helix-turn-helix	Fur family	perR; Fur family transcriptional regulator, peroxide stress response regulator
K09826	Prokaryotic type	Helix-turn-helix	Fur family	irr; Fur family transcriptional regulator, iron response regulator
K13641	Prokaryotic type	Helix-turn-helix	IclR family	iclR; IclR family transcriptional regulator, acetate operon repressor
K02624	Prokaryotic type	Helix-turn-helix	IclR family	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein
K05818	Prokaryotic type	Helix-turn-helix	IclR family	mhpR; IclR family transcriptional regulator, mhp operon transcriptional activator
K10973	Prokaryotic type	Helix-turn-helix	IclR family	allR; IclR family transcriptional regulator, negative regulator of allantoin and glyoxylate utilization operons
K19333	Prokaryotic type	Helix-turn-helix	IclR family	kdgR; IclR family transcriptional regulator, KDG regulon repressor
K20329	Prokaryotic type	Helix-turn-helix	IclR family	qsmR; IclR family transcriptional regulator, positive regulator for flagellar biogenesis
K20539	Prokaryotic type	Helix-turn-helix	IclR family	blcR; IclR family transcriptional regulator, blcABC operon repressor
K21602	Prokaryotic type	Helix-turn-helix	IclR family	yiaJ; IclR family transcriptional regulator, carbohydrate utilization repressor
K21827	Prokaryotic type	Helix-turn-helix	IclR family	arcR; IclR family transcriptional regulator, arginine deiminase pathway regulator
K10914	Prokaryotic type	Helix-turn-helix	CRP/FNR family	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
K01420	Prokaryotic type	Helix-turn-helix	CRP/FNR family	fnr; CRP/FNR family transcriptional regulator, anaerobic regulatory protein
K13642	Prokaryotic type	Helix-turn-helix	CRP/FNR family	ftrB; CRP/FNR family transcriptional regulator, transcriptional activator FtrB
K15861	Prokaryotic type	Helix-turn-helix	CRP/FNR family	fixK; CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein
K21555	Prokaryotic type	Helix-turn-helix	CRP/FNR family	cooA; CRP/FNR family transcriptional regulator, carbon monoxide oxidation system transcription regulator
K21556	Prokaryotic type	Helix-turn-helix	CRP/FNR family	malR; CRP/FNR family transcriptional regulator, polysaccharide utilization system transcription regulator
K21558	Prokaryotic type	Helix-turn-helix	CRP/FNR family	cprK; CRP/FNR family transcriptional regulator, reductive dehalogenation system regulator
K21560	Prokaryotic type	Helix-turn-helix	CRP/FNR family	prfA; CRP/FNR family transcriptional regulator, listeriolysin regulatory protein
K21561	Prokaryotic type	Helix-turn-helix	CRP/FNR family	ntcA; CRP/FNR family transcriptional regulator, global nitrogen regulator
K21562	Prokaryotic type	Helix-turn-helix	CRP/FNR family	flp; CRP/FNR family transcriptional regulator, anaerobic regulatory protein
K21563	Prokaryotic type	Helix-turn-helix	CRP/FNR family	dnr; CRP/FNR family transcriptional regulator, dissimilatory nitrate respiration regulator
K21564	Prokaryotic type	Helix-turn-helix	CRP/FNR family	nnrR; CRP/FNR family transcriptional regulator, nitrogen oxide reductase regulator
K21828	Prokaryotic type	Helix-turn-helix	CRP/FNR family	arcR; CRP/FNR family transcriptional regulator, arginine deiminase pathway regulator
K21884	Prokaryotic type	Helix-turn-helix	CRP/FNR family	cmr; CRP/FNR family transcriptional regulator, cAMP and macrophage regulator
K22490	Prokaryotic type	Helix-turn-helix	CRP/FNR family	ldrP; CRP/FNR family transcriptional regulator, LitR-dependent transcriptional activator
K16326	Prokaryotic type	Helix-turn-helix	CRP/FNR family	yeiL; CRP/FNR family transcriptional regulator, putaive post-exponential-phase nitrogen-starvation regulator
K13643	Prokaryotic type	Helix-turn-helix	Rrf2 family	iscR; Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor
K13771	Prokaryotic type	Helix-turn-helix	Rrf2 family	nsrR; Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor
K13772	Prokaryotic type	Helix-turn-helix	Rrf2 family	rirA; Rrf2 family transcriptional regulator, iron-responsive regulator
K17472	Prokaryotic type	Helix-turn-helix	Rrf2 family	cymR; Rrf2 family transcriptional regulator, cysteine metabolism repressor
K19587	Prokaryotic type	Helix-turn-helix	Rrf2 family	oqxR; Rrf2 family transcriptional regulator, repressor of oqxAB
K03892	Prokaryotic type	Helix-turn-helix	ArsR family	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
K23988	Prokaryotic type	Helix-turn-helix	ArsR family	arsR-arsC; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor / arsenate reductase (thioredoxin) [EC:1.20.4.4]
K21885	Prokaryotic type	Helix-turn-helix	ArsR family	cmtR; ArsR family transcriptional regulator, cadmium/lead-responsive transcriptional repressor
K21886	Prokaryotic type	Helix-turn-helix	ArsR family	nmtR; ArsR family transcriptional regulator, nickel/cobalt-responsive transcriptional repressor
K21903	Prokaryotic type	Helix-turn-helix	ArsR family	cadC, smtB; ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor
K22043	Prokaryotic type	Helix-turn-helix	ArsR family	czrA; ArsR family transcriptional regulator, zinc-responsive transcriptional repressor
K22298	Prokaryotic type	Helix-turn-helix	ArsR family	smtB; ArsR family transcriptional regulator, zinc-responsive transcriptional repressor
K22042	Prokaryotic type	Helix-turn-helix	ArsR family	hlyU; ArsR family transcriptional regulator, virulence genes transcriptional regulator
K26993	Prokaryotic type	Helix-turn-helix	ArsR family	sdpR; ArsR family transcriptional regulator, repressor of sdpIR and other operons
K07721	Prokaryotic type	Helix-turn-helix	ArsR family	K07721; ArsR family transcriptional regulator
K15546	Prokaryotic type	Helix-turn-helix	XRE family	boxR, bzdR; XRE family transcriptional regulator, aerobic/anaerobic benzoate catabolism transcriptional regulator
K19449	Prokaryotic type	Helix-turn-helix	XRE family	sinR; XRE family transcriptional regulator, master regulator for biofilm formation
K21686	Prokaryotic type	Helix-turn-helix	XRE family	prpR; XRE family transcriptional regulator, fatty acid utilization regulator
K07110	Prokaryotic type	Helix-turn-helix	XRE family	ramB; XRE family transcriptional regulator, fatty acid utilization regulator
K22206	Prokaryotic type	Helix-turn-helix	XRE family	thiR; XRE family transcriptional regulator, thiamine biosynthesis regulator
K23779	Prokaryotic type	Helix-turn-helix	XRE family	sutR; XRE family transcriptional regulator, regulator of sulfur utilization
K19417	Prokaryotic type	Helix-turn-helix	XRE family	slrR; XRE family transcriptional regulator, biofilm formation regulator
K27043	Prokaryotic type	Helix-turn-helix	XRE family	clgR; XRE family transcriptional regulator, stress-response regulator
K26739	Prokaryotic type	Helix-turn-helix	PadR family	padR; PadR family transcriptional regulator, phenolic acid-responsive transcriptional regulator
K10917	Prokaryotic type	Helix-turn-helix	PadR family	aphA; PadR family transcriptional regulator, regulatory protein AphA
K26740	Prokaryotic type	Helix-turn-helix	PadR family	vanR; PadR family transcriptional regulator, regulator of vanillate utilization
K26741	Prokaryotic type	Helix-turn-helix	PadR family	ladR; PadR family transcriptional regulator, multidrug transcriptional repressor LadR
K26742	Prokaryotic type	Helix-turn-helix	PadR family	lmrR; PadR family transcriptional regulator, multidrug transcriptional repressor LmrR
K26743	Prokaryotic type	Helix-turn-helix	PadR family	pex; PadR family transcriptional regulator, circadian period extender
K23305	Prokaryotic type	Helix-turn-helix	PadR family	gvpE; PadR family transcriptional regulator, activator of gas vesicle formation
K10947	Prokaryotic type	Helix-turn-helix	PadR family	K10947; PadR family transcriptional regulator
K26252	Prokaryotic type	Helix-turn-helix	Other families	dtxR, ideR; DtxR family transcriptional regulator, iron-dependent repressor
K03709	Prokaryotic type	Helix-turn-helix	Other families	troR, sirR, scaR, mntR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
K11924	Prokaryotic type	Helix-turn-helix	Other families	mntR; DtxR family transcriptional regulator, manganese transport regulator
K23238	Prokaryotic type	Helix-turn-helix	Other families	rpiR, alsR; RpiR family transcriptional regulator, repressor of rpiB and als operon
K03481	Prokaryotic type	Helix-turn-helix	Other families	glvR; RpiR family transcriptional regulator, glv operon transcriptional regulator
K15835	Prokaryotic type	Helix-turn-helix	Other families	murR; RpiR family transcriptional regulator, murPQ operon repressor
K19337	Prokaryotic type	Helix-turn-helix	Other families	hexR; RpiR family transcriptional regulator, carbohydrate utilization regulator
K02171	Prokaryotic type	Helix-turn-helix	Other families	blaI; BlaI family transcriptional regulator, penicillinase repressor
K02546	Prokaryotic type	Helix-turn-helix	Other families	mecI; BlaI family transcriptional regulator, methicillin resistance regulatory protein
K03524	Prokaryotic type	Helix-turn-helix	Other families	birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]
K03557	Prokaryotic type	Helix-turn-helix	Other families	fis; Fis family transcriptional regulator, factor for inversion stimulation protein
K03720	Prokaryotic type	Helix-turn-helix	Other families	trpR; TrpR family transcriptional regulator, trp operon repressor
K02688	Prokaryotic type	Helix-turn-helix	Other families	prpR; transcriptional regulator, propionate catabolism operon regulatory protein
K07724	Prokaryotic type	Helix-turn-helix	Other families	ner, nlp, sfsB; Ner family transcriptional regulator
K11925	Prokaryotic type	Helix-turn-helix	Other families	sgrR; SgrR family transcriptional regulator
K06211	Prokaryotic type	Helix-turn-helix	Other families	nadR; HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]
K13655	Prokaryotic type	Helix-turn-helix	Other families	mqsA; HTH-type transcriptional regulator / antitoxin MqsA
K14056	Prokaryotic type	Helix-turn-helix	Other families	puuR; HTH-type transcriptional regulator, repressor for puuD
K15773	Prokaryotic type	Helix-turn-helix	Other families	hipB; HTH-type transcriptional regulator / antitoxin HipB
K18830	Prokaryotic type	Helix-turn-helix	Other families	pezA; HTH-type transcriptional regulator / antitoxin PezA
K20480	Prokaryotic type	Helix-turn-helix	Other families	nprR, nprA; HTH-type transcriptional regulator, quorum sensing regulator NprR
K20342	Prokaryotic type	Helix-turn-helix	Other families	comR; HTH-type transcriptional regulator, regulator for ComX
K20373	Prokaryotic type	Helix-turn-helix	Other families	rgg2; HTH-type transcriptional regulator, SHP2-responsive activator
K20374	Prokaryotic type	Helix-turn-helix	Other families	rgg3; HTH-type transcriptional regulator, SHP3-responsive repressor
K22299	Prokaryotic type	Helix-turn-helix	Other families	rghR; HTH-type transcriptional regulator, competence development regulator
K22300	Prokaryotic type	Helix-turn-helix	Other families	dicA; HTH-type transcriptional regulator, cell division transcriptional repressor
K20391	Prokaryotic type	Helix-turn-helix	Other families	plcR; HTH-type transcriptional regulator, pleiotropic regulator of extracellular virulence genes
K20375	Prokaryotic type	Helix-turn-helix	Other families	ropB, rgg1; HTH-type transcriptional regulator, pheromone-responsive regulator
K20380	Prokaryotic type	Helix-turn-helix	Other families	traA; HTH-type transcriptional regulator, pheromone-responsive repressor
K18831	Prokaryotic type	Helix-turn-helix	Other families	higA; HTH-type transcriptional regulator / antitoxin HigA
K20388	Prokaryotic type	Helix-turn-helix	Other families	cylR2; HTH-type transcriptional regulator, cytolysin regulator
K20377	Prokaryotic type	Helix-turn-helix	Other families	prgX; HTH-type transcriptional regulator, major conjugation operon repressor
K21557	Prokaryotic type	Helix-turn-helix	Other families	susR; HTH-type transcriptional regulator, polysaccharide utilization system transcription regulator
K09720	Prokaryotic type	Helix-turn-helix	Other families	nrpRI; HTH-type transcriptional regulator, global nitrogen regulator NrpRI
K22109	Prokaryotic type	Helix-turn-helix	Other families	gbsR; HTH-type transcriptional regulator, glycine betaine synthesis regulator
K22301	Prokaryotic type	Helix-turn-helix	Other families	opcR; HTH-type transcriptional regulator, osmoprotectant uptake regulator
K23356	Prokaryotic type	Helix-turn-helix	Other families	trmB; HTH-type transcriptional regulator, sugar sensing transcriptional regulator
K06930	Prokaryotic type	Helix-turn-helix	Other families	bat; HTH-type transcriptional regulator, bacterioopsin transcriptional activator and related proteins
K23348	Prokaryotic type	Helix-turn-helix	Other families	dmsR; HTH-type transcriptional regulator, dimethyl sulfoxide reductase transcription regulator
K09714	Prokaryotic type	Helix-turn-helix	Other families	tfx; HTH-type transcriptional regulator, fmd operon transcriptional regulator
K09685	Prokaryotic type	Helix-turn-helix	Other families	purR; HTH-type transcriptional regulator, purine operon repressor
K26599	Prokaryotic type	Helix-turn-helix	Other families	gfcR; HTH-type transcriptional regulator, activator of D-glucose/D-fructose catabolism
K10941	Prokaryotic type	Helix-turn-helix	Other families	flrA, fleQ, flaK; sigma-54 dependent transcriptional regulator, flagellar regulatory protein
K18219	Prokaryotic type	Helix-turn-helix	Other families	txr; sigma-54 dependent transcriptional regulator, tetracycline resistant transcriptional regulator
K20919	Prokaryotic type	Helix-turn-helix	Other families	vpsR, cpsR; sigma-54 dependent transcriptional regulator, positive regulator of biofilm formation
K17473	Prokaryotic type	Helix-turn-helix	Other families	dgaR; sigma-54 dependent transcriptional regulator, dga operon transcriptional activator
K19505	Prokaryotic type	Helix-turn-helix	Other families	gfrR; sigma-54 dependent transcriptional regulator, gfr operon transcriptional activator
K21405	Prokaryotic type	Helix-turn-helix	Other families	acoR; sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR
K11908	Prokaryotic type	Helix-turn-helix	Other families	vasH; sigma-54 dependent transcriptional regulator
K11917	Prokaryotic type	Helix-turn-helix	Other families	sfa3; sigma-54 dependent transcriptional regulator
K11914	Prokaryotic type	Helix-turn-helix	Other families	sfa2; sigma-54 dependent transcriptional regulator
K26990	Prokaryotic type	Helix-turn-helix	Other families	rsoA; sigma-O factor regulatory protein RsoA
K12146	Prokaryotic type	Helix-turn-helix	Other families	hyfR; hydrogenase-4 transcriptional activator
K12266	Prokaryotic type	Helix-turn-helix	Other families	norR; anaerobic nitric oxide reductase transcription regulator
K15836	Prokaryotic type	Helix-turn-helix	Other families	fhlA; formate hydrogenlyase transcriptional activator
K02584	Prokaryotic type	Helix-turn-helix	Other families	nifA; Nif-specific regulatory protein
K02647	Prokaryotic type	Helix-turn-helix	Other families	cdaR; carbohydrate diacid regulator
K06714	Prokaryotic type	Helix-turn-helix	Other families	rocR; arginine utilization regulatory protein
K02019	Prokaryotic type	Helix-turn-helix	Other families	modE; molybdate transport system regulatory protein
K01926	Prokaryotic type	Helix-turn-helix	Other families	rex; redox-sensing transcriptional repressor
K03706	Prokaryotic type	Helix-turn-helix	Other families	codY; transcriptional pleiotropic repressor
K17071	Prokaryotic type	Helix-turn-helix	Other families	dcmR; transcriptional repressor of dcmA and dcmR
K07725	Prokaryotic type	Helix-turn-helix	Other families	csa3; CRISPR-associated protein Csa3
K21829	Prokaryotic type	Helix-turn-helix	Other families	dauR; D-arginine utilization repressor
K27097	Prokaryotic type	Helix-turn-helix	Other families	espR; ESX-1-secreted protein regulator
K07726	Prokaryotic type	Helix-turn-helix	Other families	K07726; putative transcriptional regulator
K07727	Prokaryotic type	Helix-turn-helix	Other families	K07727; putative transcriptional regulator
K07728	Prokaryotic type	Helix-turn-helix	Other families	K07728; putative transcriptional regulator
K07729	Prokaryotic type	Helix-turn-helix	Other families	K07729; putative transcriptional regulator
K07730	Prokaryotic type	Helix-turn-helix	Other families	K07730; putative transcriptional regulator
K07731	Prokaryotic type	Helix-turn-helix	Other families	K07731; putative transcriptional regulator
K07722	Prokaryotic type	Ribbon-helix-helix	CopG family	nikR; CopG family transcriptional regulator, nickel-responsive regulator
K07723	Prokaryotic type	Ribbon-helix-helix	CopG family	ndoAI; CopG family transcriptional regulator / antitoxin EndoAI
K03764	Prokaryotic type	Ribbon-helix-helix	Other families	metJ; MetJ family transcriptional regulator, methionine regulon repressor
K13821	Prokaryotic type	Ribbon-helix-helix	Other families	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]
K18918	Prokaryotic type	Ribbon-helix-helix	Other families	relB; RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB
K03488	Prokaryotic type	Other transcription factors	BglG family	licT, bglG; beta-glucoside operon transcriptional antiterminator
K26931	Prokaryotic type	Other transcription factors	BglG family	sacY; levansucrase and sucrase synthesis operon transcriptional antiterminator
K26932	Prokaryotic type	Other transcription factors	BglG family	sacT; sacPA operon transcriptional antiterminator
K03480	Prokaryotic type	Other transcription factors	BglG family	glcT; transcriptional antiterminator
K03493	Prokaryotic type	Other transcription factors	BglG family	bglG1; transcriptional antiterminator
K03483	Prokaryotic type	Other transcription factors	BglG family	mtlR; mannitol operon transcriptional activator
K02538	Prokaryotic type	Other transcription factors	BglG family	manR; mannose operon transcriptional activator
K03491	Prokaryotic type	Other transcription factors	BglG family	licR; probable licABCH operon transcriptional regulator
K18531	Prokaryotic type	Other transcription factors	BglG family	frvR; putative frv operon regulatory protein
K22976	Prokaryotic type	Other transcription factors	BglG family	atxA; anthrax toxin expression trans-acting positive regulator
K22977	Prokaryotic type	Other transcription factors	BglG family	acpA; capsule synthesis positive regulator AcpA
K22980	Prokaryotic type	Other transcription factors	BglG family	acpB; capsule synthesis positive regulator AcpB
K18955	Prokaryotic type	Other transcription factors	Others	whiB1_2_3_4; WhiB family transcriptional regulator, redox-sensing transcriptional regulator
K18956	Prokaryotic type	Other transcription factors	Others	whiB5; WhiB family transcriptional regulator, redox-sensing transcriptional regulator
K18957	Prokaryotic type	Other transcription factors	Others	whiB6; WhiB family transcriptional regulator, redox-sensing transcriptional regulator
K18958	Prokaryotic type	Other transcription factors	Others	whiB7; WhiB family transcriptional regulator, redox-sensing transcriptional regulator
K19339	Prokaryotic type	Other transcription factors	Others	nosR; NosR/NirI family transcriptional regulator, nitrous oxide reductase regulator
K19343	Prokaryotic type	Other transcription factors	Others	nirI; NosR/NirI family transcriptional regulator, nitrite reductase regulator
K21559	Prokaryotic type	Other transcription factors	Others	cprC; NosR/NirI family transcriptional regulator, putative reductive dehalogenation system regulator
K23239	Prokaryotic type	Other transcription factors	Others	frmR; FrmR/RcnR family transcriptional regulator, repressor of frmRAB operon
K23240	Prokaryotic type	Other transcription factors	Others	rcnR; FrmR/RcnR family transcriptional regulator, repressor of rcnA expression
K21600	Prokaryotic type	Other transcription factors	Others	csoR, ricR; CsoR family transcriptional regulator, copper-sensing transcriptional repressor
K09684	Prokaryotic type	Other transcription factors	Others	pucR; PucR family transcriptional regulator, purine catabolism regulatory protein
K23253	Prokaryotic type	Other transcription factors	Others	putR; PucR family transcriptional regulator, proline-responsive transcriptional activator
K06284	Prokaryotic type	Other transcription factors	Others	abrB, abh; AbrB family transcriptional regulator, transcriptional pleiotropic regulator of transition state genes
K04769	Prokaryotic type	Other transcription factors	Others	spoVT; AbrB family transcriptional regulator, stage V sporulation protein T
K21696	Prokaryotic type	Other transcription factors	Others	rcoM; LytTR family transcriptional regulator, CO-responsive transcriptional regulator RcoM
K05527	Prokaryotic type	Other transcription factors	Others	bolA; BolA family transcriptional regulator, general stress-responsive regulator
K22894	Prokaryotic type	Other transcription factors	Others	embR; SARP family transcriptional regulator, regulator of embCAB operon
K03497	Prokaryotic type	Other transcription factors	Others	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein
K23371	Prokaryotic type	Other transcription factors	Others	sbnI; L-serine kinase (ATP) / ParB family transcriptional regulator, heme-responsive regulator [EC:2.7.1.225]
K07736	Prokaryotic type	Other transcription factors	Others	carD; CarD family transcriptional regulator, regulator of rRNA transcription
K25884	Prokaryotic type	Other transcription factors	Others	mucR, rosR; MucR family transcriptional regulator, transcriptional regulator of exopolysaccharide biosynthesis
K02443	Prokaryotic type	Other transcription factors	Others	glpP; glycerol uptake operon antiterminator
K02531	Prokaryotic type	Other transcription factors	Others	lacT; transcriptional antiterminator
K05785	Prokaryotic type	Other transcription factors	Others	rfaH; transcriptional antiterminator RfaH
K03402	Prokaryotic type	Other transcription factors	Others	argR, ahrC; transcriptional regulator of arginine metabolism
K02565	Prokaryotic type	Other transcription factors	Others	nagC; N-acetylglucosamine repressor
K15545	Prokaryotic type	Other transcription factors	Others	mlc; transcriptional regulator of PTS gene
K02562	Prokaryotic type	Other transcription factors	Others	mtlR; mannitol operon repressor
K03705	Prokaryotic type	Other transcription factors	Others	hrcA; heat-inducible transcriptional repressor
K03707	Prokaryotic type	Other transcription factors	Others	tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
K10810	Prokaryotic type	Other transcription factors	Others	tenI; thiazole tautomerase (transcriptional regulator TenI) [EC:5.3.99.10]
K03708	Prokaryotic type	Other transcription factors	Others	ctsR; transcriptional regulator of stress and heat shock response
K03721	Prokaryotic type	Other transcription factors	Others	tyrR; transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport
K03765	Prokaryotic type	Other transcription factors	Others	cadC; transcriptional activator of cad operon
K22486	Prokaryotic type	Other transcription factors	Others	hilA; transcriptional regulator HilA, main transcriptional regulator of SPI1
K03567	Prokaryotic type	Other transcription factors	Others	gcvR; glycine cleavage system transcriptional repressor
K02616	Prokaryotic type	Other transcription factors	Others	paaX; phenylacetic acid degradation operon negative regulatory protein
K03974	Prokaryotic type	Other transcription factors	Others	pspF; psp operon transcriptional activator
K03973	Prokaryotic type	Other transcription factors	Others	pspC; phage shock protein C
K05311	Prokaryotic type	Other transcription factors	Others	cggR; central glycolytic genes regulator
K05346	Prokaryotic type	Other transcription factors	Others	deoR; deoxyribonucleoside regulator
K11531	Prokaryotic type	Other transcription factors	Others	lsrR; lsr operon transcriptional repressor
K05519	Prokaryotic type	Other transcription factors	Others	med; transcriptional activator of comK gene
K05880	Prokaryotic type	Other transcription factors	Others	dhaR; transcriptional activator for dhaKLM operon
K06140	Prokaryotic type	Other transcription factors	Others	rnk; regulator of nucleoside diphosphate kinase
K06285	Prokaryotic type	Other transcription factors	Others	mtrB; transcription attenuation protein (tryptophan RNA-binding attenuator protein)
K02825	Prokaryotic type	Other transcription factors	Others	pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]
K06314	Prokaryotic type	Other transcription factors	Others	rsfA; prespore-specific regulator
K06315	Prokaryotic type	Other transcription factors	Others	splA; transcriptional regulator of the spore photoproduct lyase operon
K07733	Prokaryotic type	Other transcription factors	Others	alpA; prophage regulatory protein
K07734	Prokaryotic type	Other transcription factors	Others	paiB; transcriptional regulator
K07735	Prokaryotic type	Other transcription factors	Others	algH; putative transcriptional regulator
K08277	Prokaryotic type	Other transcription factors	Others	caiF; transcriptional activator CaiF
K06204	Prokaryotic type	Other transcription factors	Others	dksA; RNA polymerase-binding transcription factor
K07738	Prokaryotic type	Other transcription factors	Others	nrdR; transcriptional repressor NrdR
K09683	Prokaryotic type	Other transcription factors	Others	hutP; hut operon positive regulatory protein
K11926	Prokaryotic type	Other transcription factors	Others	crl; sigma factor-binding protein Crl
K12296	Prokaryotic type	Other transcription factors	Others	comX1_2; competence protein ComX
K02250	Prokaryotic type	Other transcription factors	Others	comK; competence protein ComK
K14414	Prokaryotic type	Other transcription factors	Others	rtcR; transcriptional regulatory protein RtcR
K19667	Prokaryotic type	Other transcription factors	Others	xpsR; transcriptional activator of eps genes
K22302	Prokaryotic type	Other transcription factors	Others	dicC; transcriptional repressor of cell division inhibition gene dicB
K23306	Prokaryotic type	Other transcription factors	Others	brz; bacteriorhodopsin-regulating zinc finger protein
K03925	Prokaryotic type	Other transcription factors	Others	mraZ; transcriptional regulator MraZ
