qseqid	stitle
TRINITY_DN14189_c0_g1_i2	PREDICTED: signal recognition particle 54 kDa protein, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN1418_c0_g1_i1	PREDICTED: uncharacterized protein LOC105350475 [Fragaria vesca subsp. vesca]
TRINITY_DN1418_c1_g1_i5	PREDICTED: probable receptor-like protein kinase At1g49730 [Fragaria vesca subsp. vesca]
TRINITY_DN1418_c2_g1_i3	PREDICTED: oxygen-evolving enhancer protein 2, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN14190_c0_g1_i5	PREDICTED: hexaprenyldihydroxybenzoate methyltransferase, mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN14190_c0_g3_i1	PREDICTED: hexaprenyldihydroxybenzoate methyltransferase, mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN14192_c0_g1_i4	PREDICTED: alkylated DNA repair protein alkB homolog 8 [Fragaria vesca subsp. vesca]
TRINITY_DN14193_c2_g1_i1	PREDICTED: protein NRT1/ PTR FAMILY 5.1 [Fragaria vesca subsp. vesca]
TRINITY_DN14194_c0_g1_i5	PREDICTED: pre-mRNA-processing protein 40C isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN14195_c0_g1_i1	PREDICTED: zinc finger SWIM domain-containing protein 7 [Fragaria vesca subsp. vesca]
TRINITY_DN14195_c0_g2_i1	PREDICTED: 3-oxo-Delta(4,5)-steroid 5-beta-reductase-like [Fragaria vesca subsp. vesca]
TRINITY_DN14195_c0_g3_i1	putative RNA-directed DNA polymerase [Rosa chinensis]
TRINITY_DN14197_c1_g1_i3	PREDICTED: blue copper protein-like [Fragaria vesca subsp. vesca]
TRINITY_DN14198_c0_g1_i1	PREDICTED: probable 26S proteasome complex subunit sem1-2 [Fragaria vesca subsp. vesca]
TRINITY_DN14198_c0_g2_i1	PREDICTED: probable 26S proteasome complex subunit sem1-2 [Fragaria vesca subsp. vesca]
TRINITY_DN14199_c0_g2_i5	PREDICTED: carbamoyl-phosphate synthase small chain, chloroplastic-like [Fragaria vesca subsp. vesca]
TRINITY_DN1419_c0_g1_i3	PREDICTED: uncharacterized protein LOC101315069 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN14200_c0_g1_i2	PREDICTED: UNC93-like protein 3 [Fragaria vesca subsp. vesca]
TRINITY_DN14201_c0_g1_i1	PREDICTED: RNA polymerase sigma factor sigE, chloroplastic/mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN14202_c0_g1_i7	PREDICTED: tryptophan synthase beta chain 1 [Fragaria vesca subsp. vesca]
TRINITY_DN14203_c0_g1_i1	PREDICTED: ubiquitin-like-specific protease ESD4 [Fragaria vesca subsp. vesca]
TRINITY_DN14204_c0_g1_i1	probable aminotransferase ACS12 [Rosa chinensis]
TRINITY_DN14205_c0_g1_i2	nudC domain-containing protein 2 [Rosa chinensis]
TRINITY_DN14208_c0_g1_i1	PREDICTED: leucine--tRNA ligase, cytoplasmic [Fragaria vesca subsp. vesca]
TRINITY_DN14209_c0_g1_i14	putative Ulp1 peptidase [Rosa chinensis]
TRINITY_DN14209_c1_g1_i4	PREDICTED: ATP synthase subunit beta, mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN14209_c1_g2_i1	ATP synthase subunit beta, mitochondrial-like [Rosa chinensis]
TRINITY_DN1420_c0_g1_i4	PREDICTED: crocetin glucosyltransferase 3 [Fragaria vesca subsp. vesca]
TRINITY_DN1420_c0_g2_i4	PREDICTED: crocetin glucosyltransferase 3 [Fragaria vesca subsp. vesca]
TRINITY_DN14210_c0_g1_i3	PREDICTED: epidermis-specific secreted glycoprotein EP1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14210_c0_g2_i4	PREDICTED: epidermis-specific secreted glycoprotein EP1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14211_c0_g1_i7	PREDICTED: BTB/POZ domain-containing protein At5g60050 [Fragaria vesca subsp. vesca]
TRINITY_DN14212_c0_g1_i5	PREDICTED: CAS1 domain-containing protein 1 [Fragaria vesca subsp. vesca]
TRINITY_DN14213_c0_g1_i7	PREDICTED: heavy metal-associated isoprenylated plant protein 26 [Fragaria vesca subsp. vesca]
TRINITY_DN14214_c0_g1_i1	PREDICTED: uncharacterized protein LOC101310003 [Fragaria vesca subsp. vesca]
TRINITY_DN14215_c0_g1_i5	3-phosphoshikimate 1-carboxyvinyltransferase [Fragaria x ananassa]
TRINITY_DN14216_c0_g1_i4	PREDICTED: putative disease resistance protein At1g50180 [Fragaria vesca subsp. vesca]
TRINITY_DN14217_c0_g1_i11	PREDICTED: glutamine synthetase nodule isozyme [Fragaria vesca subsp. vesca]
TRINITY_DN14218_c0_g1_i9	PREDICTED: peroxisomal adenine nucleotide carrier 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14219_c0_g1_i7	PREDICTED: profilin [Fragaria vesca subsp. vesca]
TRINITY_DN1421_c0_g1_i10	PREDICTED: putative serine/threonine-protein kinase [Fragaria vesca subsp. vesca]
TRINITY_DN14220_c0_g1_i4	PREDICTED: alpha,alpha-trehalose-phosphate synthase [UDP-forming] 5 [Fragaria vesca subsp. vesca]
TRINITY_DN14222_c0_g1_i1	PREDICTED: uncharacterized protein LOC101304671 [Fragaria vesca subsp. vesca]
TRINITY_DN14222_c0_g2_i1	PREDICTED: sodium/hydrogen exchanger 2 [Fragaria vesca subsp. vesca]
TRINITY_DN14224_c0_g1_i12	serine/arginine-rich splicing factor SC35-like isoform X2 [Rosa chinensis]
TRINITY_DN14225_c0_g1_i20	PREDICTED: uncharacterized protein LOC101310550 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN14226_c0_g1_i8	PREDICTED: beta-catenin-like protein 1 [Fragaria vesca subsp. vesca]
TRINITY_DN14229_c0_g1_i1	PREDICTED: uncharacterized protein LOC101312483 [Fragaria vesca subsp. vesca]
TRINITY_DN14229_c0_g2_i3	PREDICTED: uncharacterized protein LOC101312483 [Fragaria vesca subsp. vesca]
TRINITY_DN1422_c0_g1_i9	PREDICTED: shaggy-related protein kinase kappa [Fragaria vesca subsp. vesca]
TRINITY_DN14230_c0_g1_i7	PREDICTED: SWR1 complex subunit 2 [Fragaria vesca subsp. vesca]
TRINITY_DN14231_c0_g1_i2	PREDICTED: probable glucuronoxylan glucuronosyltransferase IRX7 [Fragaria vesca subsp. vesca]
TRINITY_DN14232_c0_g1_i8	PREDICTED: uncharacterized zinc finger protein At4g06634 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN14234_c0_g1_i1	PREDICTED: ABC transporter A family member 2-like [Fragaria vesca subsp. vesca]
TRINITY_DN14234_c0_g2_i1	PREDICTED: ABC transporter A family member 2-like [Fragaria vesca subsp. vesca]
TRINITY_DN14235_c0_g1_i9	PREDICTED: WD-40 repeat-containing protein MSI4 [Fragaria vesca subsp. vesca]
TRINITY_DN14235_c1_g1_i14	PREDICTED: uncharacterized protein LOC101308491 [Fragaria vesca subsp. vesca]
TRINITY_DN14236_c0_g1_i5	PREDICTED: uncharacterized protein LOC101309195 [Fragaria vesca subsp. vesca]
TRINITY_DN14237_c0_g1_i7	PREDICTED: BTB/POZ domain-containing protein At5g47800 isoform X4 [Fragaria vesca subsp. vesca]
TRINITY_DN14238_c0_g2_i2	PREDICTED: protein RAE1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14239_c0_g1_i2	PREDICTED: transcription factor bHLH155-like [Fragaria vesca subsp. vesca]
TRINITY_DN1423_c0_g1_i10	hypothetical protein TanjilG_26919 [Lupinus angustifolius]
TRINITY_DN14240_c0_g1_i4	PREDICTED: UMP-CMP kinase 3-like [Fragaria vesca subsp. vesca]
TRINITY_DN14241_c0_g1_i14	PREDICTED: guanine nucleotide-binding protein subunit gamma 2-like [Fragaria vesca subsp. vesca]
TRINITY_DN14241_c0_g2_i1	PREDICTED: ADP-ribosylation factor-like protein 5 [Fragaria vesca subsp. vesca]
TRINITY_DN14242_c0_g1_i3	PREDICTED: probable serine/threonine-protein kinase NAK [Fragaria vesca subsp. vesca]
TRINITY_DN14243_c0_g1_i10	PREDICTED: E3 ubiquitin-protein ligase RNF185-like [Fragaria vesca subsp. vesca]
TRINITY_DN14245_c0_g1_i2	20S proteasome alpha subunit E2, partial [Prunus dulcis]
TRINITY_DN14246_c0_g2_i1	heat shock factor A4a [Fragaria vesca]
TRINITY_DN14247_c0_g1_i7	PREDICTED: DEAD-box ATP-dependent RNA helicase 1 [Fragaria vesca subsp. vesca]
TRINITY_DN14248_c0_g1_i2	PREDICTED: UDP-glycosyltransferase 87A1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14248_c0_g2_i1	PREDICTED: UDP-glycosyltransferase 87A1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14248_c0_g3_i1	PREDICTED: UDP-glycosyltransferase 87A1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14249_c0_g1_i12	PREDICTED: putative transcription elongation factor SPT5 homolog 1 [Fragaria vesca subsp. vesca]
TRINITY_DN14249_c1_g1_i1	PREDICTED: pre-mRNA-splicing factor SYF1 [Fragaria vesca subsp. vesca]
TRINITY_DN1424_c0_g1_i3	PREDICTED: uncharacterized protein LOC101315363 [Fragaria vesca subsp. vesca]
TRINITY_DN14250_c0_g1_i8	PREDICTED: L-gulonolactone oxidase-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN14251_c0_g2_i4	PREDICTED: transitional endoplasmic reticulum ATPase homolog 2 [Fragaria vesca subsp. vesca]
TRINITY_DN14252_c0_g1_i4	PREDICTED: arogenate dehydrogenase 1, chloroplastic-like [Fragaria vesca subsp. vesca]
TRINITY_DN14254_c0_g1_i3	PREDICTED: ubiquitin carboxyl-terminal hydrolase 8-like [Fragaria vesca subsp. vesca]
TRINITY_DN14255_c0_g1_i1	PREDICTED: chitinase 10-like [Fragaria vesca subsp. vesca]
TRINITY_DN14256_c0_g1_i3	alpha-L-arabinofuranosidase [Fragaria x ananassa]
TRINITY_DN14257_c0_g1_i5	PREDICTED: acetyltransferase NSI [Fragaria vesca subsp. vesca]
TRINITY_DN14258_c0_g1_i7	PREDICTED: probable carboxylesterase 12 [Fragaria vesca subsp. vesca]
TRINITY_DN14259_c0_g1_i4	phospho-2-dehydro-3-deoxyheptonate aldolase [Fragaria x ananassa]
TRINITY_DN1425_c0_g1_i2	PREDICTED: 60S ribosomal protein L12 [Fragaria vesca subsp. vesca]
TRINITY_DN14260_c0_g1_i9	PREDICTED: ultraviolet-B receptor UVR8 [Fragaria vesca subsp. vesca]
TRINITY_DN14260_c1_g1_i2	hypothetical protein EZV62_014734 [Acer yangbiense]
TRINITY_DN14261_c0_g1_i8	PREDICTED: stomatal closure-related actin-binding protein 1 [Fragaria vesca subsp. vesca]
TRINITY_DN14264_c1_g1_i6	PREDICTED: phosphoribosylformylglycinamidine cyclo-ligase, chloroplastic/mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN14265_c0_g1_i6	TMV resistance protein N-like [Rosa chinensis]
TRINITY_DN14266_c0_g1_i1	PREDICTED: DNA repair protein RAD51 homolog 1 [Fragaria vesca subsp. vesca]
TRINITY_DN14266_c0_g2_i3	hypothetical protein F2Q69_00000884 [Brassica cretica]
TRINITY_DN14266_c1_g1_i3	hypothetical protein E1A91_D05G039900v1 [Gossypium mustelinum]
TRINITY_DN14267_c0_g1_i5	PREDICTED: oleoyl-acyl carrier protein thioesterase 1, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN14268_c0_g1_i5	PREDICTED: phosphatidylinositol 4-kinase gamma 2-like [Fragaria vesca subsp. vesca]
TRINITY_DN14269_c0_g1_i3	PREDICTED: ribosome biogenesis protein BRX1 [Fragaria vesca subsp. vesca]
TRINITY_DN14270_c0_g1_i1	PREDICTED: uncharacterized protein LOC101301699 [Fragaria vesca subsp. vesca]
TRINITY_DN14270_c0_g2_i2	PREDICTED: uncharacterized protein LOC101301699 [Fragaria vesca subsp. vesca]
TRINITY_DN14271_c0_g1_i7	PREDICTED: pre-mRNA-processing factor 39 [Fragaria vesca subsp. vesca]
TRINITY_DN14274_c0_g1_i5	PREDICTED: rop guanine nucleotide exchange factor 1 [Fragaria vesca subsp. vesca]
TRINITY_DN14276_c0_g1_i3	PREDICTED: F-box/kelch-repeat protein OR23 [Fragaria vesca subsp. vesca]
TRINITY_DN14277_c0_g1_i8	PREDICTED: F-box protein FBW2-like [Fragaria vesca subsp. vesca]
TRINITY_DN14278_c0_g1_i13	ras-related protein RABD2c isoform X2 [Glycine max]
TRINITY_DN14279_c0_g1_i1	PREDICTED: protein STRICTOSIDINE SYNTHASE-LIKE 10-like [Fragaria vesca subsp. vesca]
TRINITY_DN1427_c0_g1_i2	PREDICTED: isocitrate dehydrogenase [NADP] [Fragaria vesca subsp. vesca]
TRINITY_DN1427_c0_g2_i1	isocitrate dehydrogenase [NADP] [Prunus persica]
TRINITY_DN14282_c0_g2_i1	PREDICTED: ocs element-binding factor 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14283_c0_g1_i1	PREDICTED: uncharacterized protein LOC101291376 [Fragaria vesca subsp. vesca]
TRINITY_DN14283_c0_g2_i2	PREDICTED: probable UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase 2 [Fragaria vesca subsp. vesca]
TRINITY_DN14284_c0_g1_i1	PREDICTED: dCTP pyrophosphatase 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14285_c0_g1_i4	PREDICTED: uncharacterized protein LOC101303263 [Fragaria vesca subsp. vesca]
TRINITY_DN14286_c0_g1_i3	PREDICTED: eukaryotic translation initiation factor 3 subunit E [Fragaria vesca subsp. vesca]
TRINITY_DN14287_c0_g1_i4	PREDICTED: NADP-dependent malic enzyme [Fragaria vesca subsp. vesca]
TRINITY_DN14287_c0_g2_i1	PREDICTED: LOW QUALITY PROTEIN: NADP-dependent malic enzyme [Fragaria vesca subsp. vesca]
TRINITY_DN14287_c1_g1_i9	PREDICTED: protein cereblon [Fragaria vesca subsp. vesca]
TRINITY_DN14287_c2_g1_i2	PREDICTED: NADP-dependent malic enzyme [Fragaria vesca subsp. vesca]
TRINITY_DN14287_c2_g2_i3	PREDICTED: NADP-dependent malic enzyme [Fragaria vesca subsp. vesca]
TRINITY_DN14288_c0_g1_i5	PREDICTED: peptidyl-prolyl cis-trans isomerase CYP20-1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14289_c0_g1_i2	PREDICTED: uncharacterized protein LOC101311427 [Fragaria vesca subsp. vesca]
TRINITY_DN14289_c0_g2_i1	PREDICTED: uncharacterized protein LOC101311717 [Fragaria vesca subsp. vesca]
TRINITY_DN1428_c0_g1_i3	PREDICTED: suppressor protein SRP40-like [Fragaria vesca subsp. vesca]
TRINITY_DN14290_c0_g1_i4	PREDICTED: uncharacterized protein LOC101310353 [Fragaria vesca subsp. vesca]
TRINITY_DN14290_c0_g2_i3	PREDICTED: uncharacterized protein LOC101310353 [Fragaria vesca subsp. vesca]
TRINITY_DN14292_c0_g1_i4	PREDICTED: uncharacterized protein At1g04910 [Fragaria vesca subsp. vesca]
TRINITY_DN14293_c0_g1_i4	PREDICTED: 26S proteasome non-ATPase regulatory subunit 12 homolog A-like [Fragaria vesca subsp. vesca]
TRINITY_DN14293_c0_g2_i2	PREDICTED: 40S ribosomal protein S26-1 [Fragaria vesca subsp. vesca]
TRINITY_DN14294_c0_g1_i4	PREDICTED: SEC1 family transport protein SLY1 [Fragaria vesca subsp. vesca]
TRINITY_DN14295_c0_g1_i5	protein ALUMINUM SENSITIVE 3 [Rosa chinensis]
TRINITY_DN14297_c0_g1_i4	PREDICTED: serine/threonine-protein kinase D6PKL2 [Fragaria vesca subsp. vesca]
TRINITY_DN14298_c0_g1_i4	PREDICTED: glutaredoxin-C13 [Fragaria vesca subsp. vesca]
TRINITY_DN1429_c0_g1_i3	uncharacterized protein LOC112191349 [Rosa chinensis]
TRINITY_DN1429_c1_g2_i1	tubulin-folding cofactor B-like [Rosa chinensis]
TRINITY_DN142_c0_g1_i11	PREDICTED: cyclic nucleotide-gated ion channel 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN142_c0_g2_i1	PREDICTED: cyclic nucleotide-gated ion channel 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14300_c0_g1_i4	PREDICTED: B3 domain-containing protein Os11g0197600-like [Fragaria vesca subsp. vesca]
TRINITY_DN14301_c0_g1_i1	PREDICTED: probable aminotransferase ACS10 [Fragaria vesca subsp. vesca]
TRINITY_DN14301_c0_g2_i1	1-aminocyclopropane-1-carboxylate synthase [Pinus taeda]
TRINITY_DN14303_c0_g1_i1	PREDICTED: uncharacterized protein LOC101299035 [Fragaria vesca subsp. vesca]
TRINITY_DN14304_c0_g1_i7	PREDICTED: probable lysine-specific demethylase ELF6 [Fragaria vesca subsp. vesca]
TRINITY_DN14305_c0_g1_i1	PREDICTED: presenilin-like protein At1g08700 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN14306_c0_g2_i1	PREDICTED: lysM domain receptor-like kinase 3 [Fragaria vesca subsp. vesca]
TRINITY_DN14308_c0_g1_i8	PREDICTED: uncharacterized protein LOC101298723 [Fragaria vesca subsp. vesca]
TRINITY_DN14308_c0_g2_i2	PREDICTED: uncharacterized protein LOC101298723 [Fragaria vesca subsp. vesca]
TRINITY_DN14309_c0_g1_i7	PREDICTED: ubiquitin carboxyl-terminal hydrolase isozyme L3 [Fragaria vesca subsp. vesca]
TRINITY_DN1430_c0_g1_i5	PREDICTED: uncharacterized protein LOC101299014 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN14310_c0_g1_i1	PREDICTED: NADP-dependent D-sorbitol-6-phosphate dehydrogenase-like [Fragaria vesca subsp. vesca]
TRINITY_DN14310_c1_g1_i2	PREDICTED: NADP-dependent D-sorbitol-6-phosphate dehydrogenase-like [Fragaria vesca subsp. vesca]
TRINITY_DN14313_c1_g1_i10	serine/threonine-protein kinase STY13-like [Rosa chinensis]
TRINITY_DN14314_c0_g1_i2	PREDICTED: mitochondrial-processing peptidase subunit alpha [Fragaria vesca subsp. vesca]
TRINITY_DN14315_c0_g1_i1	COP1-interacting protein 7-like isoform X1 [Rosa chinensis]
TRINITY_DN14316_c0_g1_i2	PREDICTED: calcium-binding protein PBP1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14316_c0_g2_i1	PREDICTED: calcium-binding protein PBP1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14316_c0_g3_i1	PREDICTED: calcium-binding protein PBP1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14318_c0_g1_i10	PREDICTED: uncharacterized protein LOC101302631 [Fragaria vesca subsp. vesca]
TRINITY_DN14319_c0_g1_i3	40S ribosomal protein S3-1 [Capsicum baccatum]
TRINITY_DN1431_c0_g1_i1	PREDICTED: F-box/kelch-repeat protein At3g23880-like [Fragaria vesca subsp. vesca]
TRINITY_DN1431_c0_g2_i5	PREDICTED: F-box/kelch-repeat protein At3g06240-like [Fragaria vesca subsp. vesca]
TRINITY_DN14321_c0_g1_i2	PREDICTED: uncharacterized protein LOC101291996 [Fragaria vesca subsp. vesca]
TRINITY_DN14321_c0_g2_i1	PREDICTED: uncharacterized protein LOC101291996 [Fragaria vesca subsp. vesca]
TRINITY_DN14321_c0_g3_i2	PREDICTED: uncharacterized protein LOC101291996 [Fragaria vesca subsp. vesca]
TRINITY_DN14322_c0_g1_i3	PREDICTED: uncharacterized protein yae1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14323_c0_g1_i7	PREDICTED: solute carrier family 25 member 44 [Fragaria vesca subsp. vesca]
TRINITY_DN14324_c0_g1_i2	PREDICTED: putative disease resistance RPP13-like protein 1 [Fragaria vesca subsp. vesca]
TRINITY_DN14325_c0_g1_i4	PREDICTED: amino acid permease 3-like [Fragaria vesca subsp. vesca]
TRINITY_DN14326_c0_g1_i5	PREDICTED: uncharacterized protein LOC101291316 [Fragaria vesca subsp. vesca]
TRINITY_DN14327_c0_g1_i2	PREDICTED: uncharacterized protein LOC101313750 [Fragaria vesca subsp. vesca]
TRINITY_DN14328_c0_g2_i1	PREDICTED: nucleobase-ascorbate transporter 12 [Fragaria vesca subsp. vesca]
TRINITY_DN14329_c0_g1_i6	PREDICTED: uncharacterized protein LOC101309230 [Fragaria vesca subsp. vesca]
TRINITY_DN1432_c0_g1_i6	hypothetical protein RchiOBHm_Chr4g0435171 [Rosa chinensis]
TRINITY_DN14330_c1_g1_i4	PREDICTED: MATE efflux family protein 5 [Fragaria vesca subsp. vesca]
TRINITY_DN14331_c0_g1_i3	PREDICTED: vesicle-associated protein 2-2-like [Fragaria vesca subsp. vesca]
TRINITY_DN14332_c0_g1_i2	PREDICTED: uncharacterized protein LOC101294815 [Fragaria vesca subsp. vesca]
TRINITY_DN14333_c0_g1_i2	PREDICTED: tubby-like F-box protein 7 [Fragaria vesca subsp. vesca]
TRINITY_DN14334_c0_g1_i2	PREDICTED: lysosomal beta glucosidase-like [Fragaria vesca subsp. vesca]
TRINITY_DN14335_c0_g1_i2	PREDICTED: GDSL esterase/lipase EXL3-like [Fragaria vesca subsp. vesca]
TRINITY_DN14335_c1_g1_i7	PREDICTED: zinc finger protein CONSTANS-LIKE 4 [Fragaria vesca subsp. vesca]
TRINITY_DN14335_c2_g1_i2	PREDICTED: B3 domain-containing transcription factor NGA1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14336_c0_g1_i4	ethylene receptor [Fragaria x ananassa]
TRINITY_DN14337_c0_g1_i5	PREDICTED: phospholipase D beta 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN14337_c1_g1_i5	PREDICTED: probable methyltransferase PMT28 [Fragaria vesca subsp. vesca]
TRINITY_DN14338_c0_g1_i6	PREDICTED: ankyrin repeat-containing protein At5g02620-like [Fragaria vesca subsp. vesca]
TRINITY_DN14338_c1_g1_i9	PREDICTED: splicing factor U2af large subunit A isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN14339_c0_g1_i7	PREDICTED: ankyrin repeat domain-containing protein 13C [Fragaria vesca subsp. vesca]
TRINITY_DN1433_c0_g1_i2	PREDICTED: plant intracellular Ras-group-related LRR protein 9-like [Fragaria vesca subsp. vesca]
TRINITY_DN1433_c0_g2_i1	PREDICTED: WD repeat-containing protein 55 [Fragaria vesca subsp. vesca]
TRINITY_DN1433_c0_g3_i1	PREDICTED: plant intracellular Ras-group-related LRR protein 9-like [Fragaria vesca subsp. vesca]
TRINITY_DN14340_c0_g1_i8	PREDICTED: CBS domain-containing protein CBSCBSPB1-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN14343_c0_g1_i2	PREDICTED: uncharacterized protein LOC101310039 [Fragaria vesca subsp. vesca]
TRINITY_DN14344_c0_g1_i3	PREDICTED: glucose-6-phosphate 1-dehydrogenase 4, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN14346_c0_g1_i3	PREDICTED: uncharacterized protein LOC101314371 [Fragaria vesca subsp. vesca]
TRINITY_DN14347_c0_g1_i16	PREDICTED: LOW QUALITY PROTEIN: CAS1 domain-containing protein 1 [Fragaria vesca subsp. vesca]
TRINITY_DN14348_c0_g1_i3	PREDICTED: lipoyl synthase 2, mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN14349_c0_g1_i7	PREDICTED: protein SAWADEE HOMEODOMAIN HOMOLOG 2 [Fragaria vesca subsp. vesca]
TRINITY_DN1434_c0_g1_i3	PREDICTED: uncharacterized protein LOC101293711 [Fragaria vesca subsp. vesca]
TRINITY_DN14350_c0_g2_i1	PREDICTED: probable LRR receptor-like serine/threonine-protein kinase At4g08850 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN14350_c1_g1_i2	PREDICTED: probable leucine-rich repeat receptor-like protein kinase At1g35710 [Pyrus x bretschneideri]
TRINITY_DN14350_c1_g2_i5	PREDICTED: probable leucine-rich repeat receptor-like protein kinase At1g35710 [Pyrus x bretschneideri]
TRINITY_DN14350_c1_g3_i1	PREDICTED: probable leucine-rich repeat receptor-like protein kinase At1g35710 isoform X1 [Prunus mume]
TRINITY_DN14351_c0_g1_i2	PREDICTED: uncharacterized protein LOC101314921 [Fragaria vesca subsp. vesca]
TRINITY_DN14352_c0_g1_i9	PREDICTED: putative SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3-like 1 [Fragaria vesca subsp. vesca]
TRINITY_DN14353_c0_g1_i7	PREDICTED: uncharacterized protein LOC101295784 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN14354_c0_g1_i1	PREDICTED: thaumatin-like protein 1b [Fragaria vesca subsp. vesca]
TRINITY_DN14355_c0_g1_i10	PREDICTED: probable LRR receptor-like serine/threonine-protein kinase At1g07650 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN14356_c0_g1_i3	PREDICTED: putative transporter arsB [Fragaria vesca subsp. vesca]
TRINITY_DN14357_c0_g1_i8	PREDICTED: uncharacterized protein LOC101296264 [Fragaria vesca subsp. vesca]
TRINITY_DN14358_c0_g1_i3	major allergen Pru ar 1-like [Rosa chinensis]
TRINITY_DN14359_c0_g1_i5	PREDICTED: probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SPINDLY [Fragaria vesca subsp. vesca]
